id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
614,Maribelle,Brooker,mbrookerh1@hexun.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":5}]",-74.046953967117,-42.1463288467846
615,Jarad,Antcliff,jantcliffh2@ebay.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6}]",-73.7855714158657,-41.9190023974654
616,Hannis,Discombe,hdiscombeh3@freewebs.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8}]",-73.8188592232755,-42.8214702882508
617,Ham,Glen,hglenh4@yahoo.co.jp,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":8}]",-73.9632086504357,-42.7406227552156
618,Ellyn,Baumler,ebaumlerh5@mac.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10}]",-73.7885691337287,-42.8793657566883
619,Howard,Skae,hskaeh6@icio.us,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":4}]",-73.5559838104119,-42.4056299861907
620,Lynette,Demageard,ldemageardh7@va.gov,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5}]",-73.5780291195841,-42.4576044313806
621,Trix,Wythe,twytheh8@desdev.cn,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":6}]",-73.5806478031684,-42.4354370178966
622,Izak,Ackerley,iackerleyh9@flickr.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":8},{""name"":""casco"",""score"":6}]",-73.8257745923299,-42.3215612272855
623,Bern,Maiden,bmaidenha@wsj.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":6}]",-73.9953914431455,-42.3396124617159
624,Deck,Few,dfewhb@phpbb.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":8}]",-74.1095088634121,-42.387868363477
625,Olag,Standish,ostandishhc@reference.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":4}]",-73.6443171037649,-42.6137178372905
626,Johanna,Jahns,jjahnshd@facebook.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":1}]",-73.658623878614,-42.6067550607103
627,Jackie,Van der Son,jvandersonhe@amazonaws.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":10}]",-73.5853851121254,-42.5981417983679
628,Llewellyn,Barti,lbartihf@flickr.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10}]",-73.5082456328187,-42.9403705604741
629,Rahel,Cavnor,rcavnorhg@meetup.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":4}]",-73.5414984312962,-42.7798810807894
630,Jakob,Eynald,jeynaldhh@mediafire.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":6}]",-73.6441288842827,-42.7676805212676
631,Yardley,Brice,ybricehi@flavors.me,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2}]",-73.6103511678155,-43.2451869956419
632,Kendal,Sedwick,ksedwickhj@nasa.gov,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":3}]",-73.7634665787247,-43.0100813687074
633,Horatius,Eiler,heilerhk@nyu.edu,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":1},{""name"":""casco"",""score"":8}]",-74.6796457268116,-43.5677336266421
634,Bud,Forte,bfortehl@virginia.edu,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":3}]",-73.5185693626582,-42.16294296321
635,Nowell,Boodle,nboodlehm@php.net,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":9}]",-73.4818192710364,-42.093805364354
636,Gabe,McRamsey,gmcramseyhn@toplist.cz,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":9},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":4}]",-73.1066149515007,-42.2852295562632
637,Stefanie,Josephi,sjosephiho@flickr.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8}]",-73.4418820050914,-42.388725309126
638,Susy,McKinnell,smckinnellhp@redcross.org,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":5}]",-73.5097660848285,-42.4720549248424
639,Willey,Tomicki,wtomickihq@guardian.co.uk,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3}]",-73.3560146409317,-42.4569155255764
640,Barbabas,Cheston,bchestonhr@geocities.jp,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1}]",-72.9627036332687,-40.6687986120634
641,Alfred,Gough,agoughhs@europa.eu,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":5}]",-73.3264429616026,-40.5482357862644
642,Roarke,Kordes,rkordesht@businessweek.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":7}]",-73.3232812210265,-40.5218263665228
643,Rog,Blades,rbladeshu@canalblog.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":6}]",-72.958916179601,-40.7646476131891
644,Godiva,Carlile,gcarlilehv@scribd.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1}]",-72.9228803357227,-40.8184682036641
645,Robert,Dearan,rdearanhw@360.cn,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":3}]",-72.5084940357755,-41.0107764526527
646,Wyn,Sperling,wsperlinghx@paypal.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":10}]",-73.208659335479,-40.9270946658787
647,Stepha,Ramiro,sramirohy@mediafire.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":10}]",-73.0340584977183,-40.8774373681735
648,Ivan,Jope,ijopehz@aboutads.info,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":5}]",-73.5252016682796,-40.8732148294864
649,Waverly,Cancott,wcancotti0@irs.gov,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":7}]",-72.6467164054243,-40.75352891078
650,Natalina,Mixer,nmixeri1@rediff.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8}]",-72.5009718349614,-40.7974682832436
651,Vaughn,Peer,vpeeri2@elegantthemes.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":6}]",-72.0063832299798,-40.722691079437
652,Hobey,MacLaig,hmaclaigi3@chron.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1}]",-73.0672513436837,-40.7477863498057
653,Davidson,Baldung,dbaldungi4@de.vu,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":2}]",-73.4139284562822,-40.7731435445243
654,Rozalie,Gennerich,rgennerichi5@cafepress.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":7}]",-73.4642002242866,-40.8157742206526
